Filled container:
Container contains 10000 elements.
0: It is TRIANGLE. Coordinates of vertices: (-90, -29), (7, -67), (22, 76). Perimeter =  401.484279; Color: GREEN
5623: It is CIRCLE. Center coordinates: (39, -56), radius: 50. Perimeter = 314.159265; Color: YELLOW
5624: It is TRIANGLE. Coordinates of vertices: (76, 32), (-47, 33), (-54, 94). Perimeter =  328.432166; Color: RED
5625: It is TRIANGLE. Coordinates of vertices: (-83, 81), (-78, 95), (-57, -68). Perimeter =  330.464708; Color: PURPLE
5626: It is RECTANGLE. Coordinates of angles: (65, 4), (67, 25). Perimeter = 46.000000; Color: CYAN
5627: It is RECTANGLE. Coordinates of angles: (17, -77), (52, -16). Perimeter = 192.000000; Color: YELLOW
5628: It is CIRCLE. Center coordinates: (99, -1), radius: 90. Perimeter = 565.486678; Color: YELLOW
5629: It is TRIANGLE. Coordinates of vertices: (-76, 96), (48, -75), (87, 71). Perimeter =  527.252558; Color: CYAN
5630: It is RECTANGLE. Coordinates of angles: (-26, 73), (50, 82). Perimeter = 170.000000; Color: RED
5631: It is RECTANGLE. Coordinates of angles: (-76, -83), (-47, -71). Perimeter = 82.000000; Color: PURPLE
5632: It is TRIANGLE. Coordinates of vertices: (-28, 92), (-28, -1), (-47, 28). Perimeter =  194.430639; Color: BLUE
5633: It is CIRCLE. Center coordinates: (37, -81), radius: 69. Perimeter = 433.539786; Color: RED
5634: It is CIRCLE. Center coordinates: (-32, -61), radius: 26. Perimeter = 163.362818; Color: RED
5635: It is TRIANGLE. Coordinates of vertices: (87, -86), (38, -40), (-4, 46). Perimeter =  323.244309; Color: ORANGE
5636: It is RECTANGLE. Coordinates of angles: (-43, -56), (-3, 11). Perimeter = 214.000000; Color: CYAN
5637: It is RECTANGLE. Coordinates of angles: (62, 58), (117, 103). Perimeter = 200.000000; Color: CYAN
5638: It is RECTANGLE. Coordinates of angles: (-35, 16), (-34, 29). Perimeter = 28.000000; Color: BLUE
5639: It is CIRCLE. Center coordinates: (37, 48), radius: 35. Perimeter = 219.911486; Color: RED
5640: It is RECTANGLE. Coordinates of angles: (84, 74), (135, 89). Perimeter = 132.000000; Color: RED
5641: It is RECTANGLE. Coordinates of angles: (31, 61), (89, 100). Perimeter = 194.000000; Color: PURPLE
5642: It is TRIANGLE. Coordinates of vertices: (-4, 47), (60, -71), (64, 19). Perimeter =  297.866544; Color: RED
5643: It is TRIANGLE. Coordinates of vertices: (-32, -22), (-6, -88), (-19, 58). Perimeter =  298.563584; Color: RED
5644: It is TRIANGLE. Coordinates of vertices: (50, -72), (72, -41), (36, 75). Perimeter =  307.136129; Color: GREEN
5645: It is TRIANGLE. Coordinates of vertices: (-79, -52), (-84, -87), (-26, 64). Perimeter =  324.645637; Color: PURPLE
5646: It is RECTANGLE. Coordinates of angles: (25, -31), (83, 2). Perimeter = 182.000000; Color: BLUE
5647: It is RECTANGLE. Coordinates of angles: (17, 66), (90, 75). Perimeter = 164.000000; Color: YELLOW
5648: It is TRIANGLE. Coordinates of vertices: (70, 74), (-8, -51), (-34, 42). Perimeter =  352.717547; Color: PURPLE
5649: It is RECTANGLE. Coordinates of angles: (72, 33), (132, 51). Perimeter = 156.000000; Color: BLUE
5650: It is TRIANGLE. Coordinates of vertices: (-28, -12), (44, 39), (17, 59). Perimeter =  205.892745; Color: ORANGE
5651: It is CIRCLE. Center coordinates: (38, 17), radius: 30. Perimeter = 188.495559; Color: YELLOW
5652: It is TRIANGLE. Coordinates of vertices: (48, -47), (-100, 19), (-84, -8). Perimeter =  331.074922; Color: YELLOW
5653: It is CIRCLE. Center coordinates: (-10, 57), radius: 40. Perimeter = 251.327412; Color: GREEN
5654: It is TRIANGLE. Coordinates of vertices: (-88, 77), (36, 51), (44, 43). Perimeter =  274.318670; Color: ORANGE
5655: It is TRIANGLE. Coordinates of vertices: (47, -62), (-11, 27), (8, -40). Perimeter =  220.650048; Color: GREEN
5656: It is TRIANGLE. Coordinates of vertices: (67, -20), (76, 80), (-56, -7). Perimeter =  382.181013; Color: BLUE
5657: It is RECTANGLE. Coordinates of angles: (-2, 6), (12, 71). Perimeter = 158.000000; Color: ORANGE
5658: It is RECTANGLE. Coordinates of angles: (72, 1), (117, 88). Perimeter = 264.000000; Color: BLUE
5659: It is RECTANGLE. Coordinates of angles: (-99, -96), (-84, -21). Perimeter = 180.000000; Color: RED
5660: It is RECTANGLE. Coordinates of angles: (-92, -6), (-8, 55). Perimeter = 290.000000; Color: YELLOW
5661: It is TRIANGLE. Coordinates of vertices: (-37, -48), (-87, -10), (-9, -95). Perimeter =  232.874231; Color: PURPLE
5662: It is RECTANGLE. Coordinates of angles: (24, -31), (48, 30). Perimeter = 170.000000; Color: PURPLE
5663: It is CIRCLE. Center coordinates: (96, 71), radius: 93. Perimeter = 584.336233; Color: CYAN
5664: It is CIRCLE. Center coordinates: (-27, 58), radius: 29. Perimeter = 182.212374; Color: ORANGE
5665: It is TRIANGLE. Coordinates of vertices: (-34, 27), (-45, 10), (-69, 90). Perimeter =  175.840320; Color: PURPLE
5666: It is RECTANGLE. Coordinates of angles: (-60, 29), (-32, 40). Perimeter = 78.000000; Color: CYAN
5667: It is CIRCLE. Center coordinates: (77, -43), radius: 91. Perimeter = 571.769863; Color: ORANGE
5668: It is CIRCLE. Center coordinates: (-36, -60), radius: 17. Perimeter = 106.814150; Color: BLUE
5669: It is CIRCLE. Center coordinates: (-77, 68), radius: 72. Perimeter = 452.389342; Color: GREEN
5670: It is RECTANGLE. Coordinates of angles: (-32, 65), (52, 82). Perimeter = 202.000000; Color: CYAN
5671: It is CIRCLE. Center coordinates: (42, -40), radius: 72. Perimeter = 452.389342; Color: CYAN
5672: It is TRIANGLE. Coordinates of vertices: (-88, -91), (-78, 40), (-33, 82). Perimeter =  374.468345; Color: CYAN
5673: It is RECTANGLE. Coordinates of angles: (-39, 12), (2, 82). Perimeter = 222.000000; Color: BLUE
5674: It is TRIANGLE. Coordinates of vertices: (-51, -84), (18, -66), (-32, 88). Perimeter =  406.268980; Color: CYAN
5675: It is RECTANGLE. Coordinates of angles: (59, 80), (140, 107). Perimeter = 216.000000; Color: BLUE
5676: It is RECTANGLE. Coordinates of angles: (92, -65), (106, 24). Perimeter = 206.000000; Color: YELLOW
5677: It is TRIANGLE. Coordinates of vertices: (-33, -1), (-21, -45), (91, -48). Perimeter =  290.255635; Color: BLUE
5678: It is RECTANGLE. Coordinates of angles: (97, 50), (174, 91). Perimeter = 236.000000; Color: CYAN
5679: It is RECTANGLE. Coordinates of angles: (-88, 25), (11, 92). Perimeter = 332.000000; Color: PURPLE
5680: It is TRIANGLE. Coordinates of vertices: (-95, -10), (64, -52), (3, 36). Perimeter =  379.787330; Color: GREEN
5681: It is CIRCLE. Center coordinates: (23, 53), radius: 14. Perimeter = 87.964594; Color: CYAN
5682: It is RECTANGLE. Coordinates of angles: (-72, -58), (-2, -25). Perimeter = 206.000000; Color: ORANGE
5683: It is RECTANGLE. Coordinates of angles: (29, 9), (53, 53). Perimeter = 136.000000; Color: ORANGE
5684: It is TRIANGLE. Coordinates of vertices: (-10, 52), (88, -45), (15, -61). Perimeter =  328.352943; Color: GREEN
5685: It is RECTANGLE. Coordinates of angles: (49, -44), (136, 13). Perimeter = 288.000000; Color: GREEN
5686: It is CIRCLE. Center coordinates: (-48, 61), radius: 92. Perimeter = 578.053048; Color: GREEN
5687: It is RECTANGLE. Coordinates of angles: (64, 17), (87, 65). Perimeter = 142.000000; Color: BLUE
5688: It is CIRCLE. Center coordinates: (49, 12), radius: 18. Perimeter = 113.097336; Color: BLUE
5689: It is CIRCLE. Center coordinates: (36, -63), radius: 84. Perimeter = 527.787566; Color: ORANGE
5690: It is CIRCLE. Center coordinates: (-95, -93), radius: 71. Perimeter = 446.106157; Color: ORANGE
5691: It is TRIANGLE. Coordinates of vertices: (-47, -73), (-46, -49), (39, 70). Perimeter =  337.128565; Color: CYAN
5692: It is RECTANGLE. Coordinates of angles: (11, 19), (60, 84). Perimeter = 228.000000; Color: PURPLE
5693: It is CIRCLE. Center coordinates: (93, -51), radius: 50. Perimeter = 314.159265; Color: ORANGE
5694: It is CIRCLE. Center coordinates: (-25, 51), radius: 84. Perimeter = 527.787566; Color: RED
5695: It is RECTANGLE. Coordinates of angles: (-42, -58), (41, -57). Perimeter = 168.000000; Color: BLUE
5696: It is RECTANGLE. Coordinates of angles: (-57, 15), (2, 82). Perimeter = 252.000000; Color: YELLOW
5697: It is TRIANGLE. Coordinates of vertices: (-91, -82), (84, 13), (-78, -63). Perimeter =  401.086138; Color: GREEN
5698: It is RECTANGLE. Coordinates of angles: (60, -97), (65, -31). Perimeter = 142.000000; Color: BLUE
5699: It is TRIANGLE. Coordinates of vertices: (5, 5), (64, -77), (93, 38). Perimeter =  313.604010; Color: PURPLE
5700: It is RECTANGLE. Coordinates of angles: (-56, -23), (-48, 17). Perimeter = 96.000000; Color: GREEN
5701: It is RECTANGLE. Coordinates of angles: (49, 79), (94, 120). Perimeter = 172.000000; Color: YELLOW
5702: It is CIRCLE. Center coordinates: (-17, -15), radius: 95. Perimeter = 596.902604; Color: BLUE
5703: It is RECTANGLE. Coordinates of angles: (45, -2), (71, 54). Perimeter = 164.000000; Color: PURPLE
5704: It is CIRCLE. Center coordinates: (-27, 79), radius: 3. Perimeter = 18.849556; Color: BLUE
5705: It is RECTANGLE. Coordinates of angles: (58, 74), (85, 126). Perimeter = 158.000000; Color: GREEN
5706: It is CIRCLE. Center coordinates: (22, 69), radius: 50. Perimeter = 314.159265; Color: GREEN
5707: It is TRIANGLE. Coordinates of vertices: (-21, -80), (57, 85), (-82, -45). Perimeter =  443.153493; Color: YELLOW
5708: It is CIRCLE. Center coordinates: (84, -92), radius: 17. Perimeter = 106.814150; Color: ORANGE
5709: It is TRIANGLE. Coordinates of vertices: (89, 27), (-9, 61), (44, 78). Perimeter =  227.404804; Color: CYAN
5710: It is TRIANGLE. Coordinates of vertices: (37, -71), (6, -14), (26, 19). Perimeter =  194.141806; Color: YELLOW
5711: It is CIRCLE. Center coordinates: (-56, 45), radius: 39. Perimeter = 245.044227; Color: ORANGE
5712: It is RECTANGLE. Coordinates of angles: (37, 88), (101, 100). Perimeter = 152.000000; Color: PURPLE
5713: It is TRIANGLE. Coordinates of vertices: (32, -22), (48, -56), (-37, -51). Perimeter =  197.570030; Color: YELLOW
5714: It is TRIANGLE. Coordinates of vertices: (55, 30), (74, -100), (36, 61). Perimeter =  333.164141; Color: GREEN
5715: It is CIRCLE. Center coordinates: (-38, -84), radius: 66. Perimeter = 414.690230; Color: BLUE
5716: It is CIRCLE. Center coordinates: (-7, -84), radius: 82. Perimeter = 515.221195; Color: YELLOW
5717: It is RECTANGLE. Coordinates of angles: (-86, -48), (-57, -42). Perimeter = 70.000000; Color: RED
5718: It is TRIANGLE. Coordinates of vertices: (-42, -79), (-63, -76), (78, 84). Perimeter =  436.883956; Color: PURPLE
5719: It is TRIANGLE. Coordinates of vertices: (78, -44), (-22, 86), (-93, 66). Perimeter =  441.100192; Color: CYAN
5720: It is RECTANGLE. Coordinates of angles: (-80, 67), (3, 102). Perimeter = 236.000000; Color: PURPLE
5721: It is TRIANGLE. Coordinates of vertices: (-26, 66), (-25, 95), (-53, -50). Perimeter =  295.796739; Color: RED
5722: It is CIRCLE. Center coordinates: (-19, -18), radius: 26. Perimeter = 163.362818; Color: CYAN
5723: It is RECTANGLE. Coordinates of angles: (57, -49), (103, -48). Perimeter = 94.000000; Color: ORANGE
5724: It is RECTANGLE. Coordinates of angles: (93, -49), (124, 24). Perimeter = 208.000000; Color: RED
5725: It is CIRCLE. Center coordinates: (-59, 5), radius: 49. Perimeter = 307.876080; Color: CYAN
5726: It is RECTANGLE. Coordinates of angles: (88, -9), (171, 75). Perimeter = 334.000000; Color: PURPLE
5727: It is RECTANGLE. Coordinates of angles: (29, -69), (82, -6). Perimeter = 232.000000; Color: ORANGE
5728: It is TRIANGLE. Coordinates of vertices: (-15, -66), (-21, 17), (-76, -45). Perimeter =  230.609580; Color: BLUE
5729: It is TRIANGLE. Coordinates of vertices: (40, 50), (-40, -11), (94, 83). Perimeter =  327.570870; Color: BLUE
5730: It is CIRCLE. Center coordinates: (39, 52), radius: 74. Perimeter = 464.955713; Color: CYAN
5731: It is TRIANGLE. Coordinates of vertices: (-20, 37), (-78, -80), (79, 68). Perimeter =  450.088638; Color: ORANGE
5732: It is TRIANGLE. Coordinates of vertices: (11, 24), (-31, -13), (-3, -68). Perimeter =  210.749425; Color: RED
5733: It is TRIANGLE. Coordinates of vertices: (34, -87), (-52, -13), (-28, 14). Perimeter =  268.091223; Color: GREEN
5734: It is CIRCLE. Center coordinates: (-18, 8), radius: 25. Perimeter = 157.079633; Color: PURPLE
5735: It is TRIANGLE. Coordinates of vertices: (51, 79), (36, 81), (-24, -69). Perimeter =  342.606345; Color: CYAN
5736: It is CIRCLE. Center coordinates: (43, -73), radius: 45. Perimeter = 282.743339; Color: CYAN
5737: It is TRIANGLE. Coordinates of vertices: (-74, 44), (50, -28), (-65, -86). Perimeter =  402.497045; Color: GREEN
5738: It is RECTANGLE. Coordinates of angles: (-34, -61), (18, 35). Perimeter = 296.000000; Color: ORANGE
5739: It is TRIANGLE. Coordinates of vertices: (6, 64), (-39, -12), (22, -57). Perimeter =  286.178912; Color: CYAN
5740: It is CIRCLE. Center coordinates: (-94, -78), radius: 52. Perimeter = 326.725636; Color: ORANGE
5741: It is RECTANGLE. Coordinates of angles: (-78, 31), (-24, 97). Perimeter = 240.000000; Color: GREEN
5742: It is RECTANGLE. Coordinates of angles: (-52, -37), (41, 20). Perimeter = 300.000000; Color: CYAN
5743: It is RECTANGLE. Coordinates of angles: (12, -23), (70, -11). Perimeter = 140.000000; Color: ORANGE
5744: It is TRIANGLE. Coordinates of vertices: (-1, -93), (49, 27), (27, 73). Perimeter =  349.335079; Color: CYAN
5745: It is RECTANGLE. Coordinates of angles: (69, 4), (123, 95). Perimeter = 290.000000; Color: BLUE
5746: It is TRIANGLE. Coordinates of vertices: (50, 61), (-27, -21), (-56, -59). Perimeter =  320.399689; Color: CYAN
5747: It is TRIANGLE. Coordinates of vertices: (46, -66), (-49, -3), (-6, 30). Perimeter =  277.373301; Color: GREEN
5748: It is RECTANGLE. Coordinates of angles: (74, -15), (158, 26). Perimeter = 250.000000; Color: BLUE
5749: It is RECTANGLE. Coordinates of angles: (-43, 43), (19, 125). Perimeter = 288.000000; Color: RED
5750: It is CIRCLE. Center coordinates: (29, -53), radius: 80. Perimeter = 502.654824; Color: YELLOW
5751: It is CIRCLE. Center coordinates: (57, 5), radius: 7. Perimeter = 43.982297; Color: ORANGE
5752: It is RECTANGLE. Coordinates of angles: (-36, -62), (5, -11). Perimeter = 184.000000; Color: RED
5753: It is RECTANGLE. Coordinates of angles: (61, -93), (106, -40). Perimeter = 196.000000; Color: GREEN
5754: It is TRIANGLE. Coordinates of vertices: (17, -68), (0, -50), (43, 60). Perimeter =  273.478656; Color: YELLOW
5755: It is RECTANGLE. Coordinates of angles: (-63, -93), (-35, -45). Perimeter = 152.000000; Color: PURPLE
5756: It is RECTANGLE. Coordinates of angles: (93, -28), (182, 40). Perimeter = 314.000000; Color: RED
5757: It is RECTANGLE. Coordinates of angles: (74, 49), (109, 49). Perimeter = 70.000000; Color: PURPLE
5758: It is RECTANGLE. Coordinates of angles: (45, 82), (73, 83). Perimeter = 58.000000; Color: BLUE
5759: It is CIRCLE. Center coordinates: (-45, 7), radius: 58. Perimeter = 364.424748; Color: CYAN
5760: It is RECTANGLE. Coordinates of angles: (98, -49), (148, 19). Perimeter = 236.000000; Color: ORANGE
5761: It is CIRCLE. Center coordinates: (19, -63), radius: 30. Perimeter = 188.495559; Color: GREEN
5762: It is RECTANGLE. Coordinates of angles: (36, 15), (115, 94). Perimeter = 316.000000; Color: ORANGE
5763: It is CIRCLE. Center coordinates: (-82, 44), radius: 34. Perimeter = 213.628300; Color: BLUE
5764: It is TRIANGLE. Coordinates of vertices: (-68, -24), (-56, -81), (-53, 0). Perimeter =  167.606943; Color: YELLOW
5765: It is CIRCLE. Center coordinates: (-70, -10), radius: 24. Perimeter = 150.796447; Color: CYAN
5766: It is TRIANGLE. Coordinates of vertices: (-26, 81), (-93, -76), (30, 97). Perimeter =  441.208141; Color: ORANGE
5767: It is RECTANGLE. Coordinates of angles: (-70, 7), (6, 25). Perimeter = 188.000000; Color: GREEN
5768: It is CIRCLE. Center coordinates: (84, 31), radius: 89. Perimeter = 559.203492; Color: ORANGE
5769: It is CIRCLE. Center coordinates: (20, -84), radius: 30. Perimeter = 188.495559; Color: ORANGE
5770: It is RECTANGLE. Coordinates of angles: (77, -41), (155, -12). Perimeter = 214.000000; Color: YELLOW
5771: It is CIRCLE. Center coordinates: (24, 63), radius: 94. Perimeter = 590.619419; Color: RED
5772: It is RECTANGLE. Coordinates of angles: (43, 9), (47, 74). Perimeter = 138.000000; Color: YELLOW
5773: It is CIRCLE. Center coordinates: (-21, 20), radius: 11. Perimeter = 69.115038; Color: RED
5774: It is CIRCLE. Center coordinates: (26, -80), radius: 55. Perimeter = 345.575192; Color: GREEN
5775: It is TRIANGLE. Coordinates of vertices: (-97, 35), (24, -71), (64, -25). Perimeter =  393.639061; Color: RED
5776: It is CIRCLE. Center coordinates: (46, 87), radius: 97. Perimeter = 609.468975; Color: BLUE
5777: It is RECTANGLE. Coordinates of angles: (4, 8), (19, 55). Perimeter = 124.000000; Color: PURPLE
5778: It is CIRCLE. Center coordinates: (21, -49), radius: 40. Perimeter = 251.327412; Color: GREEN
5779: It is CIRCLE. Center coordinates: (98, 76), radius: 95. Perimeter = 596.902604; Color: RED
5780: It is RECTANGLE. Coordinates of angles: (84, 48), (179, 127). Perimeter = 348.000000; Color: ORANGE
5781: It is TRIANGLE. Coordinates of vertices: (98, -57), (70, 91), (30, 93). Perimeter =  355.368987; Color: GREEN
5782: It is RECTANGLE. Coordinates of angles: (80, -22), (105, 15). Perimeter = 124.000000; Color: RED
5783: It is RECTANGLE. Coordinates of angles: (65, -68), (88, -31). Perimeter = 120.000000; Color: GREEN
5784: It is CIRCLE. Center coordinates: (-87, -69), radius: 63. Perimeter = 395.840674; Color: GREEN
5785: It is CIRCLE. Center coordinates: (24, 0), radius: 45. Perimeter = 282.743339; Color: RED
5786: It is RECTANGLE. Coordinates of angles: (30, 42), (60, 129). Perimeter = 234.000000; Color: GREEN
5787: It is CIRCLE. Center coordinates: (-32, -70), radius: 92. Perimeter = 578.053048; Color: PURPLE
5788: It is TRIANGLE. Coordinates of vertices: (-32, -51), (85, 97), (-24, 21). Perimeter =  393.983798; Color: BLUE
5789: It is RECTANGLE. Coordinates of angles: (-16, -79), (67, 4). Perimeter = 332.000000; Color: CYAN
5790: It is RECTANGLE. Coordinates of angles: (31, 63), (126, 121). Perimeter = 306.000000; Color: GREEN
5791: It is RECTANGLE. Coordinates of angles: (-69, 9), (1, 98). Perimeter = 318.000000; Color: YELLOW
5792: It is RECTANGLE. Coordinates of angles: (59, -24), (92, -23). Perimeter = 68.000000; Color: PURPLE
5793: It is CIRCLE. Center coordinates: (73, 36), radius: 97. Perimeter = 609.468975; Color: GREEN
5794: It is CIRCLE. Center coordinates: (73, 29), radius: 82. Perimeter = 515.221195; Color: CYAN
5795: It is TRIANGLE. Coordinates of vertices: (-1, 76), (-13, -17), (87, -41). Perimeter =  343.010815; Color: RED
5796: It is RECTANGLE. Coordinates of angles: (79, -96), (90, -53). Perimeter = 108.000000; Color: RED
5797: It is TRIANGLE. Coordinates of vertices: (17, 47), (20, 62), (20, 96). Perimeter =  98.388809; Color: BLUE
5798: It is TRIANGLE. Coordinates of vertices: (70, -86), (73, -45), (42, -52). Perimeter =  116.935538; Color: BLUE
5799: It is RECTANGLE. Coordinates of angles: (86, -50), (177, 2). Perimeter = 286.000000; Color: ORANGE
5800: It is RECTANGLE. Coordinates of angles: (41, 30), (99, 122). Perimeter = 300.000000; Color: BLUE
5801: It is CIRCLE. Center coordinates: (-81, -46), radius: 8. Perimeter = 50.265482; Color: YELLOW
5802: It is TRIANGLE. Coordinates of vertices: (-7, -18), (-77, 13), (-11, -53). Perimeter =  205.123093; Color: CYAN
5803: It is TRIANGLE. Coordinates of vertices: (-50, -92), (-25, 56), (64, 66). Perimeter =  434.489933; Color: CYAN
5804: It is CIRCLE. Center coordinates: (65, 6), radius: 40. Perimeter = 251.327412; Color: GREEN
5805: It is TRIANGLE. Coordinates of vertices: (94, 7), (-67, 71), (98, 76). Perimeter =  407.445734; Color: BLUE
5806: It is RECTANGLE. Coordinates of angles: (-66, -98), (-6, -14). Perimeter = 288.000000; Color: PURPLE
5807: It is CIRCLE. Center coordinates: (-93, 39), radius: 88. Perimeter = 552.920307; Color: GREEN
5808: It is CIRCLE. Center coordinates: (81, 51), radius: 46. Perimeter = 289.026524; Color: PURPLE
5809: It is RECTANGLE. Coordinates of angles: (9, -8), (65, 41). Perimeter = 210.000000; Color: CYAN
5810: It is CIRCLE. Center coordinates: (-17, -61), radius: 1. Perimeter = 6.283185; Color: RED
5811: It is RECTANGLE. Coordinates of angles: (-84, -85), (12, -18). Perimeter = 326.000000; Color: CYAN
5812: It is TRIANGLE. Coordinates of vertices: (-90, -19), (-53, 99), (88, -82). Perimeter =  541.923335; Color: CYAN
5813: It is RECTANGLE. Coordinates of angles: (77, -19), (125, 54). Perimeter = 242.000000; Color: BLUE
5814: It is CIRCLE. Center coordinates: (-82, -40), radius: 12. Perimeter = 75.398224; Color: GREEN
5815: It is RECTANGLE. Coordinates of angles: (27, 58), (100, 59). Perimeter = 148.000000; Color: RED
5816: It is CIRCLE. Center coordinates: (74, 17), radius: 86. Perimeter = 540.353936; Color: GREEN
5817: It is TRIANGLE. Coordinates of vertices: (16, -17), (8, 12), (-29, -17). Perimeter =  122.093855; Color: ORANGE
5818: It is TRIANGLE. Coordinates of vertices: (77, 50), (-23, -12), (14, 43). Perimeter =  247.335478; Color: YELLOW
5819: It is CIRCLE. Center coordinates: (-7, 32), radius: 23. Perimeter = 144.513262; Color: YELLOW
5820: It is CIRCLE. Center coordinates: (42, 11), radius: 48. Perimeter = 301.592895; Color: BLUE
5821: It is RECTANGLE. Coordinates of angles: (41, -85), (53, -8). Perimeter = 178.000000; Color: RED
5822: It is CIRCLE. Center coordinates: (74, 66), radius: 25. Perimeter = 157.079633; Color: YELLOW
5823: It is CIRCLE. Center coordinates: (48, -40), radius: 91. Perimeter = 571.769863; Color: BLUE
5824: It is RECTANGLE. Coordinates of angles: (-47, 1), (5, 13). Perimeter = 128.000000; Color: ORANGE
5825: It is CIRCLE. Center coordinates: (-53, -87), radius: 91. Perimeter = 571.769863; Color: YELLOW
5826: It is CIRCLE. Center coordinates: (62, 92), radius: 22. Perimeter = 138.230077; Color: YELLOW
5827: It is CIRCLE. Center coordinates: (75, 12), radius: 50. Perimeter = 314.159265; Color: BLUE
5828: It is RECTANGLE. Coordinates of angles: (84, 95), (110, 194). Perimeter = 250.000000; Color: PURPLE
5829: It is TRIANGLE. Coordinates of vertices: (34, 8), (-59, -30), (19, -66). Perimeter =  261.875817; Color: RED
5830: It is CIRCLE. Center coordinates: (-39, -39), radius: 26. Perimeter = 163.362818; Color: PURPLE
5831: It is CIRCLE. Center coordinates: (62, -32), radius: 14. Perimeter = 87.964594; Color: YELLOW
5832: It is RECTANGLE. Coordinates of angles: (-15, -65), (33, -9). Perimeter = 208.000000; Color: PURPLE
5833: It is CIRCLE. Center coordinates: (44, -98), radius: 88. Perimeter = 552.920307; Color: PURPLE
5834: It is RECTANGLE. Coordinates of angles: (-83, -29), (-69, 21). Perimeter = 128.000000; Color: PURPLE
5835: It is RECTANGLE. Coordinates of angles: (-77, -44), (-50, 14). Perimeter = 170.000000; Color: GREEN
5836: It is CIRCLE. Center coordinates: (-66, 87), radius: 16. Perimeter = 100.530965; Color: RED
5837: It is CIRCLE. Center coordinates: (-63, -9), radius: 96. Perimeter = 603.185789; Color: RED
5838: It is TRIANGLE. Coordinates of vertices: (-80, -16), (-50, 87), (-95, 94). Perimeter =  263.839214; Color: PURPLE
5839: It is RECTANGLE. Coordinates of angles: (30, -57), (66, -43). Perimeter = 100.000000; Color: ORANGE
5840: It is CIRCLE. Center coordinates: (-79, 42), radius: 88. Perimeter = 552.920307; Color: RED
5841: It is CIRCLE. Center coordinates: (94, 76), radius: 66. Perimeter = 414.690230; Color: ORANGE
5842: It is RECTANGLE. Coordinates of angles: (-22, -2), (25, 97). Perimeter = 292.000000; Color: GREEN
5843: It is RECTANGLE. Coordinates of angles: (-69, -97), (-30, -30). Perimeter = 212.000000; Color: YELLOW
5844: It is CIRCLE. Center coordinates: (-71, 6), radius: 9. Perimeter = 56.548668; Color: CYAN
5845: It is RECTANGLE. Coordinates of angles: (-51, -66), (-26, -48). Perimeter = 86.000000; Color: BLUE
5846: It is TRIANGLE. Coordinates of vertices: (10, -61), (51, -74), (38, 79). Perimeter =  339.335467; Color: YELLOW
5847: It is CIRCLE. Center coordinates: (34, 12), radius: 81. Perimeter = 508.938010; Color: BLUE
5848: It is RECTANGLE. Coordinates of angles: (10, 96), (39, 184). Perimeter = 234.000000; Color: YELLOW
5849: It is RECTANGLE. Coordinates of angles: (52, -69), (119, 30). Perimeter = 332.000000; Color: BLUE
5850: It is CIRCLE. Center coordinates: (-77, 31), radius: 94. Perimeter = 590.619419; Color: CYAN
5851: It is CIRCLE. Center coordinates: (67, 88), radius: 48. Perimeter = 301.592895; Color: YELLOW
5852: It is TRIANGLE. Coordinates of vertices: (28, -79), (-55, -35), (-32, 48). Perimeter =  320.529242; Color: PURPLE
5853: It is TRIANGLE. Coordinates of vertices: (1, 9), (-84, -1), (-88, 28). Perimeter =  205.866271; Color: PURPLE
5854: It is RECTANGLE. Coordinates of angles: (-89, 78), (-26, 149). Perimeter = 268.000000; Color: CYAN
5855: It is TRIANGLE. Coordinates of vertices: (-84, -66), (-56, -42), (99, 45). Perimeter =  428.657897; Color: RED
5856: It is RECTANGLE. Coordinates of angles: (11, 13), (53, 20). Perimeter = 98.000000; Color: CYAN
5857: It is RECTANGLE. Coordinates of angles: (47, -74), (122, -26). Perimeter = 246.000000; Color: YELLOW
5858: It is TRIANGLE. Coordinates of vertices: (32, -90), (-20, 0), (-6, -6). Perimeter =  211.369282; Color: GREEN
5859: It is CIRCLE. Center coordinates: (82, 86), radius: 45. Perimeter = 282.743339; Color: ORANGE
5860: It is RECTANGLE. Coordinates of angles: (-95, 29), (-62, 81). Perimeter = 170.000000; Color: BLUE
5861: It is TRIANGLE. Coordinates of vertices: (70, -80), (-8, -16), (44, -7). Perimeter =  231.161020; Color: YELLOW
5862: It is RECTANGLE. Coordinates of angles: (19, -23), (20, 37). Perimeter = 122.000000; Color: BLUE
5863: It is CIRCLE. Center coordinates: (98, 8), radius: 6. Perimeter = 37.699112; Color: RED
5864: It is TRIANGLE. Coordinates of vertices: (22, 98), (-40, 34), (93, 60). Perimeter =  305.153702; Color: ORANGE
5865: It is CIRCLE. Center coordinates: (-68, 9), radius: 52. Perimeter = 326.725636; Color: RED
5866: It is CIRCLE. Center coordinates: (62, -78), radius: 61. Perimeter = 383.274304; Color: YELLOW
5867: It is RECTANGLE. Coordinates of angles: (47, -9), (130, 56). Perimeter = 296.000000; Color: BLUE
5868: It is RECTANGLE. Coordinates of angles: (-100, -72), (-43, 3). Perimeter = 264.000000; Color: CYAN
5869: It is TRIANGLE. Coordinates of vertices: (-1, 55), (-6, -32), (-37, 36). Perimeter =  202.582682; Color: CYAN
5870: It is RECTANGLE. Coordinates of angles: (37, -75), (122, -13). Perimeter = 294.000000; Color: YELLOW
