Container with deleted elements:
Container contains 4698 elements.
0: It is TRIANGLE. Coordinates of vertices: (-90, -29), (7, -67), (22, 76). Perimeter =  401.484279; Color: GREEN
2835: It is TRIANGLE. Coordinates of vertices: (-74, -20), (86, -32), (48, 61). Perimeter =  407.354407; Color: GREEN
2836: It is TRIANGLE. Coordinates of vertices: (19, 78), (56, 25), (80, -66). Perimeter =  315.136426; Color: BLUE
2837: It is CIRCLE. Center coordinates: (75, 27), radius: 59. Perimeter = 370.707933; Color: PURPLE
2838: It is TRIANGLE. Coordinates of vertices: (73, 9), (46, -79), (6, 94). Perimeter =  377.844207; Color: CYAN
2839: It is TRIANGLE. Coordinates of vertices: (-80, -31), (12, -64), (-81, 21). Perimeter =  275.741127; Color: GREEN
2840: It is TRIANGLE. Coordinates of vertices: (-71, -39), (-57, 24), (17, -89). Perimeter =  300.823512; Color: RED
2841: It is TRIANGLE. Coordinates of vertices: (97, 99), (88, -57), (-69, -51). Perimeter =  537.105990; Color: GREEN
2842: It is TRIANGLE. Coordinates of vertices: (-86, 25), (-42, -85), (53, -93). Perimeter =  396.141987; Color: RED
2843: It is RECTANGLE. Coordinates of angles: (54, 97), (138, 171). Perimeter = 316.000000; Color: GREEN
2844: It is CIRCLE. Center coordinates: (73, -35), radius: 45. Perimeter = 282.743339; Color: YELLOW
2845: It is RECTANGLE. Coordinates of angles: (-20, -99), (42, -13). Perimeter = 296.000000; Color: BLUE
2846: It is CIRCLE. Center coordinates: (-57, -15), radius: 86. Perimeter = 540.353936; Color: BLUE
2847: It is RECTANGLE. Coordinates of angles: (-79, 72), (-19, 149). Perimeter = 274.000000; Color: RED
2848: It is TRIANGLE. Coordinates of vertices: (-14, -86), (3, -14), (57, 69). Perimeter =  343.487463; Color: BLUE
2849: It is TRIANGLE. Coordinates of vertices: (26, -45), (2, 93), (58, 21). Perimeter =  304.633928; Color: BLUE
2850: It is TRIANGLE. Coordinates of vertices: (17, 55), (-16, -83), (-97, 81). Perimeter =  441.730678; Color: ORANGE
2851: It is TRIANGLE. Coordinates of vertices: (-100, -79), (-85, 47), (-60, 55). Perimeter =  292.981294; Color: GREEN
2852: It is TRIANGLE. Coordinates of vertices: (-11, 74), (87, 68), (-7, -60). Perimeter =  391.051250; Color: YELLOW
2853: It is CIRCLE. Center coordinates: (47, 89), radius: 60. Perimeter = 376.991118; Color: BLUE
2854: It is TRIANGLE. Coordinates of vertices: (67, -62), (-78, -17), (-69, -13). Perimeter =  306.229069; Color: CYAN
2855: It is CIRCLE. Center coordinates: (-3, -39), radius: 74. Perimeter = 464.955713; Color: RED
2856: It is CIRCLE. Center coordinates: (4, -67), radius: 76. Perimeter = 477.522083; Color: ORANGE
2857: It is RECTANGLE. Coordinates of angles: (77, -76), (149, 0). Perimeter = 296.000000; Color: YELLOW
2858: It is CIRCLE. Center coordinates: (-74, -96), radius: 65. Perimeter = 408.407045; Color: PURPLE
2859: It is CIRCLE. Center coordinates: (34, -93), radius: 60. Perimeter = 376.991118; Color: CYAN
2860: It is TRIANGLE. Coordinates of vertices: (-93, -73), (-88, -42), (55, -49). Perimeter =  324.505182; Color: YELLOW
2861: It is RECTANGLE. Coordinates of angles: (55, 17), (153, 80). Perimeter = 322.000000; Color: ORANGE
2862: It is RECTANGLE. Coordinates of angles: (30, 39), (126, 125). Perimeter = 364.000000; Color: PURPLE
2863: It is TRIANGLE. Coordinates of vertices: (-58, -22), (1, -51), (15, 86). Perimeter =  333.812592; Color: YELLOW
2864: It is TRIANGLE. Coordinates of vertices: (36, 1), (-46, -69), (-93, 32). Perimeter =  351.887364; Color: CYAN
2865: It is TRIANGLE. Coordinates of vertices: (-82, 62), (52, 36), (8, -40). Perimeter =  360.346486; Color: PURPLE
2866: It is CIRCLE. Center coordinates: (-56, 39), radius: 58. Perimeter = 364.424748; Color: BLUE
2867: It is TRIANGLE. Coordinates of vertices: (-55, -56), (43, 95), (-56, -73). Perimeter =  392.043275; Color: PURPLE
2868: It is CIRCLE. Center coordinates: (-88, 57), radius: 66. Perimeter = 414.690230; Color: GREEN
2869: It is CIRCLE. Center coordinates: (76, -2), radius: 69. Perimeter = 433.539786; Color: RED
2870: It is TRIANGLE. Coordinates of vertices: (7, 75), (-56, -7), (-13, -82). Perimeter =  348.128021; Color: CYAN
2871: It is RECTANGLE. Coordinates of angles: (-40, -50), (46, 37). Perimeter = 346.000000; Color: GREEN
2872: It is CIRCLE. Center coordinates: (-10, -100), radius: 86. Perimeter = 540.353936; Color: GREEN
2873: It is CIRCLE. Center coordinates: (44, 12), radius: 56. Perimeter = 351.858377; Color: YELLOW
2874: It is CIRCLE. Center coordinates: (-15, 35), radius: 99. Perimeter = 622.035345; Color: CYAN
2875: It is TRIANGLE. Coordinates of vertices: (32, 10), (-78, -75), (-48, 96). Perimeter =  430.082398; Color: ORANGE
2876: It is TRIANGLE. Coordinates of vertices: (49, -64), (95, -14), (-33, 59). Perimeter =  363.122070; Color: BLUE
2877: It is CIRCLE. Center coordinates: (27, 90), radius: 86. Perimeter = 540.353936; Color: PURPLE
2878: It is CIRCLE. Center coordinates: (-55, -51), radius: 97. Perimeter = 609.468975; Color: GREEN
2879: It is TRIANGLE. Coordinates of vertices: (71, -8), (-44, -95), (-96, 56). Perimeter =  482.747604; Color: GREEN
2880: It is TRIANGLE. Coordinates of vertices: (-82, 36), (31, -67), (-58, 40). Perimeter =  316.405857; Color: YELLOW
2881: It is TRIANGLE. Coordinates of vertices: (12, 74), (15, -8), (-82, 41). Perimeter =  290.352978; Color: BLUE
2882: It is TRIANGLE. Coordinates of vertices: (48, -35), (-39, -14), (-86, -97). Perimeter =  332.530271; Color: ORANGE
2883: It is TRIANGLE. Coordinates of vertices: (-1, 52), (84, -29), (-34, -89). Perimeter =  394.602265; Color: BLUE
2884: It is CIRCLE. Center coordinates: (82, 15), radius: 58. Perimeter = 364.424748; Color: PURPLE
2885: It is TRIANGLE. Coordinates of vertices: (80, 56), (32, 16), (-87, -34). Perimeter =  381.267163; Color: RED
2886: It is TRIANGLE. Coordinates of vertices: (64, 7), (-60, -46), (25, -44). Perimeter =  284.078100; Color: BLUE
2887: It is TRIANGLE. Coordinates of vertices: (95, -45), (-83, 0), (64, -34). Perimeter =  367.374625; Color: ORANGE
2888: It is TRIANGLE. Coordinates of vertices: (21, 11), (-94, 30), (30, -36). Perimeter =  304.883580; Color: YELLOW
2889: It is TRIANGLE. Coordinates of vertices: (-62, 39), (-57, -40), (41, -67). Perimeter =  328.609976; Color: RED
2890: It is CIRCLE. Center coordinates: (-42, -61), radius: 99. Perimeter = 622.035345; Color: ORANGE
2891: It is TRIANGLE. Coordinates of vertices: (-52, -15), (85, -7), (10, 98). Perimeter =  395.159684; Color: BLUE
2892: It is CIRCLE. Center coordinates: (-11, -2), radius: 95. Perimeter = 596.902604; Color: CYAN
2893: It is TRIANGLE. Coordinates of vertices: (35, 72), (-66, -88), (50, 99). Perimeter =  440.155223; Color: CYAN
2894: It is CIRCLE. Center coordinates: (63, -46), radius: 91. Perimeter = 571.769863; Color: RED
2895: It is TRIANGLE. Coordinates of vertices: (-18, -22), (69, -6), (-92, -86). Perimeter =  366.076050; Color: PURPLE
2896: It is TRIANGLE. Coordinates of vertices: (-1, 73), (-26, -66), (62, 50). Perimeter =  353.899637; Color: PURPLE
2897: It is TRIANGLE. Coordinates of vertices: (-80, -39), (53, 94), (97, 81). Perimeter =  447.814083; Color: CYAN
2898: It is TRIANGLE. Coordinates of vertices: (98, -4), (53, -97), (-32, 30). Perimeter =  390.507824; Color: PURPLE
2899: It is TRIANGLE. Coordinates of vertices: (19, -79), (50, -58), (-93, -98). Perimeter =  299.532523; Color: CYAN
2900: It is CIRCLE. Center coordinates: (-89, 80), radius: 46. Perimeter = 289.026524; Color: CYAN
2901: It is TRIANGLE. Coordinates of vertices: (-93, -53), (-7, 0), (-78, 41). Perimeter =  278.196889; Color: BLUE
2902: It is TRIANGLE. Coordinates of vertices: (71, -11), (-42, -85), (13, 76). Perimeter =  409.770281; Color: CYAN
2903: It is RECTANGLE. Coordinates of angles: (38, -1), (106, 73). Perimeter = 284.000000; Color: RED
2904: It is RECTANGLE. Coordinates of angles: (47, 92), (132, 172). Perimeter = 330.000000; Color: PURPLE
2905: It is CIRCLE. Center coordinates: (34, -78), radius: 74. Perimeter = 464.955713; Color: GREEN
2906: It is TRIANGLE. Coordinates of vertices: (-50, -84), (-26, -62), (80, 90). Perimeter =  435.068560; Color: PURPLE
2907: It is CIRCLE. Center coordinates: (58, 45), radius: 95. Perimeter = 596.902604; Color: RED
2908: It is CIRCLE. Center coordinates: (65, -92), radius: 70. Perimeter = 439.822971; Color: RED
2909: It is TRIANGLE. Coordinates of vertices: (-25, 87), (82, 32), (-78, 8). Perimeter =  377.229414; Color: CYAN
2910: It is RECTANGLE. Coordinates of angles: (42, -62), (141, -24). Perimeter = 274.000000; Color: RED
2911: It is CIRCLE. Center coordinates: (80, -43), radius: 53. Perimeter = 333.008821; Color: ORANGE
2912: It is TRIANGLE. Coordinates of vertices: (-78, 60), (56, -12), (-75, 34). Perimeter =  317.132516; Color: ORANGE
2913: It is CIRCLE. Center coordinates: (-39, 12), radius: 90. Perimeter = 565.486678; Color: CYAN
2914: It is TRIANGLE. Coordinates of vertices: (-51, -62), (-72, 80), (-77, 94). Perimeter =  316.562313; Color: CYAN
2915: It is TRIANGLE. Coordinates of vertices: (-99, 28), (80, 96), (-36, 0). Perimeter =  410.995316; Color: GREEN
2916: It is CIRCLE. Center coordinates: (72, -92), radius: 59. Perimeter = 370.707933; Color: YELLOW
2917: It is TRIANGLE. Coordinates of vertices: (91, 6), (-22, 6), (34, -64). Perimeter =  292.915551; Color: BLUE
2918: It is CIRCLE. Center coordinates: (-32, -70), radius: 95. Perimeter = 596.902604; Color: YELLOW
2919: It is TRIANGLE. Coordinates of vertices: (45, 62), (61, -36), (-83, 14). Perimeter =  388.435185; Color: CYAN
2920: It is RECTANGLE. Coordinates of angles: (46, -56), (136, -8). Perimeter = 276.000000; Color: CYAN
2921: It is CIRCLE. Center coordinates: (31, -56), radius: 98. Perimeter = 615.752160; Color: ORANGE
2922: It is TRIANGLE. Coordinates of vertices: (33, -95), (-5, 33), (-62, -14). Perimeter =  332.243715; Color: PURPLE
2923: It is TRIANGLE. Coordinates of vertices: (-52, 56), (-12, 15), (96, -11). Perimeter =  330.824792; Color: RED
2924: It is TRIANGLE. Coordinates of vertices: (12, -97), (94, -17), (-52, -61). Perimeter =  340.476332; Color: CYAN
2925: It is CIRCLE. Center coordinates: (-91, -88), radius: 45. Perimeter = 282.743339; Color: ORANGE
2926: It is CIRCLE. Center coordinates: (46, 57), radius: 65. Perimeter = 408.407045; Color: PURPLE
2927: It is TRIANGLE. Coordinates of vertices: (42, 15), (-70, 73), (71, -23). Perimeter =  344.507022; Color: ORANGE
2928: It is CIRCLE. Center coordinates: (80, 80), radius: 63. Perimeter = 395.840674; Color: ORANGE
2929: It is TRIANGLE. Coordinates of vertices: (-31, -83), (73, 29), (83, 56). Perimeter =  361.401442; Color: YELLOW
2930: It is RECTANGLE. Coordinates of angles: (88, -57), (170, 30). Perimeter = 338.000000; Color: RED
2931: It is TRIANGLE. Coordinates of vertices: (-77, -31), (55, 69), (-69, -86). Perimeter =  419.677557; Color: ORANGE
2932: It is RECTANGLE. Coordinates of angles: (5, 70), (102, 156). Perimeter = 366.000000; Color: YELLOW
2933: It is TRIANGLE. Coordinates of vertices: (-91, -7), (37, -78), (62, 8). Perimeter =  389.666383; Color: RED
2934: It is TRIANGLE. Coordinates of vertices: (65, -62), (-77, -98), (-3, 91). Perimeter =  516.893344; Color: ORANGE
2935: It is CIRCLE. Center coordinates: (-93, -76), radius: 48. Perimeter = 301.592895; Color: PURPLE
2936: It is TRIANGLE. Coordinates of vertices: (-2, 38), (-46, -69), (-32, -95). Perimeter =  281.564690; Color: GREEN
2937: It is RECTANGLE. Coordinates of angles: (-66, -71), (1, 28). Perimeter = 332.000000; Color: YELLOW
2938: It is TRIANGLE. Coordinates of vertices: (-86, 58), (-36, 56), (-39, -90). Perimeter =  351.354414; Color: ORANGE
2939: It is RECTANGLE. Coordinates of angles: (59, -72), (102, 23). Perimeter = 276.000000; Color: PURPLE
2940: It is TRIANGLE. Coordinates of vertices: (-97, 83), (-91, -90), (-67, 59). Perimeter =  362.443269; Color: GREEN
2941: It is CIRCLE. Center coordinates: (-82, 95), radius: 97. Perimeter = 609.468975; Color: GREEN
2942: It is TRIANGLE. Coordinates of vertices: (-89, 94), (93, -90), (-18, 72). Perimeter =  529.515024; Color: GREEN
2943: It is TRIANGLE. Coordinates of vertices: (-34, -60), (47, 33), (85, -18). Perimeter =  313.123438; Color: CYAN
2944: It is TRIANGLE. Coordinates of vertices: (-59, -70), (66, -78), (-20, 84). Perimeter =  467.529418; Color: PURPLE
2945: It is TRIANGLE. Coordinates of vertices: (14, 25), (83, 94), (-55, -11). Perimeter =  348.811619; Color: ORANGE
2946: It is CIRCLE. Center coordinates: (26, 32), radius: 89. Perimeter = 559.203492; Color: PURPLE
2947: It is CIRCLE. Center coordinates: (45, 10), radius: 98. Perimeter = 615.752160; Color: RED
2948: It is TRIANGLE. Coordinates of vertices: (-55, -1), (88, -8), (-63, 55). Perimeter =  363.355171; Color: RED
2949: It is RECTANGLE. Coordinates of angles: (-32, -44), (59, 49). Perimeter = 368.000000; Color: PURPLE
2950: It is TRIANGLE. Coordinates of vertices: (-71, -7), (31, 17), (-82, 77). Perimeter =  317.444065; Color: YELLOW
2951: It is CIRCLE. Center coordinates: (-78, -63), radius: 50. Perimeter = 314.159265; Color: GREEN
2952: It is RECTANGLE. Coordinates of angles: (11, 87), (102, 186). Perimeter = 380.000000; Color: RED
2953: It is TRIANGLE. Coordinates of vertices: (32, -18), (-50, -47), (89, -16). Perimeter =  286.426972; Color: RED
2954: It is TRIANGLE. Coordinates of vertices: (-54, -48), (43, -84), (-38, 39). Perimeter =  339.199252; Color: YELLOW
2955: It is CIRCLE. Center coordinates: (-67, 14), radius: 90. Perimeter = 565.486678; Color: ORANGE
2956: It is RECTANGLE. Coordinates of angles: (88, 89), (168, 170). Perimeter = 322.000000; Color: RED
2957: It is CIRCLE. Center coordinates: (-34, -97), radius: 75. Perimeter = 471.238898; Color: CYAN
2958: It is TRIANGLE. Coordinates of vertices: (5, -41), (-50, -29), (84, -75). Perimeter =  283.975372; Color: ORANGE
2959: It is CIRCLE. Center coordinates: (-72, 23), radius: 96. Perimeter = 603.185789; Color: CYAN
2960: It is CIRCLE. Center coordinates: (-70, 62), radius: 96. Perimeter = 603.185789; Color: PURPLE
2961: It is TRIANGLE. Coordinates of vertices: (92, 2), (98, 55), (-45, -70). Perimeter =  398.037676; Color: CYAN
2962: It is RECTANGLE. Coordinates of angles: (-73, 42), (-1, 127). Perimeter = 314.000000; Color: YELLOW
2963: It is TRIANGLE. Coordinates of vertices: (58, 90), (83, -70), (-15, 21). Perimeter =  396.125152; Color: GREEN
2964: It is CIRCLE. Center coordinates: (71, 34), radius: 82. Perimeter = 515.221195; Color: ORANGE
2965: It is CIRCLE. Center coordinates: (61, -88), radius: 54. Perimeter = 339.292007; Color: CYAN
2966: It is TRIANGLE. Coordinates of vertices: (32, -74), (-44, 93), (33, 5). Perimeter =  379.418177; Color: PURPLE
2967: It is CIRCLE. Center coordinates: (-74, -47), radius: 54. Perimeter = 339.292007; Color: CYAN
2968: It is TRIANGLE. Coordinates of vertices: (17, 44), (-23, 47), (-76, -55). Perimeter =  290.890934; Color: PURPLE
2969: It is TRIANGLE. Coordinates of vertices: (-3, 55), (99, -48), (-29, -9). Perimeter =  347.847845; Color: PURPLE
2970: It is TRIANGLE. Coordinates of vertices: (41, 42), (-59, -93), (-17, -23). Perimeter =  336.751169; Color: PURPLE
2971: It is CIRCLE. Center coordinates: (32, 81), radius: 45. Perimeter = 282.743339; Color: BLUE
2972: It is RECTANGLE. Coordinates of angles: (29, 10), (92, 83). Perimeter = 272.000000; Color: CYAN
2973: It is TRIANGLE. Coordinates of vertices: (-31, -15), (94, -60), (-43, 47). Perimeter =  369.837170; Color: PURPLE
2974: It is TRIANGLE. Coordinates of vertices: (-12, 82), (-85, -26), (-70, -96). Perimeter =  389.157418; Color: ORANGE
2975: It is TRIANGLE. Coordinates of vertices: (88, 54), (77, -45), (34, -95). Perimeter =  324.039623; Color: YELLOW
2976: It is CIRCLE. Center coordinates: (36, -41), radius: 71. Perimeter = 446.106157; Color: GREEN
2977: It is RECTANGLE. Coordinates of angles: (-100, -70), (-37, 24). Perimeter = 314.000000; Color: CYAN
2978: It is CIRCLE. Center coordinates: (-79, 4), radius: 54. Perimeter = 339.292007; Color: BLUE
2979: It is CIRCLE. Center coordinates: (26, -89), radius: 50. Perimeter = 314.159265; Color: RED
2980: It is TRIANGLE. Coordinates of vertices: (29, -20), (36, 59), (-85, -98). Perimeter =  415.656946; Color: GREEN
2981: It is TRIANGLE. Coordinates of vertices: (-55, 96), (-19, 47), (85, -62). Perimeter =  422.560067; Color: BLUE
2982: It is TRIANGLE. Coordinates of vertices: (-74, -49), (62, 12), (-37, -20). Perimeter =  300.107579; Color: GREEN
2983: It is RECTANGLE. Coordinates of angles: (-55, -52), (19, 27). Perimeter = 306.000000; Color: BLUE
2984: It is RECTANGLE. Coordinates of angles: (-20, -21), (54, 43). Perimeter = 276.000000; Color: CYAN
2985: It is RECTANGLE. Coordinates of angles: (37, 50), (103, 127). Perimeter = 286.000000; Color: ORANGE
2986: It is RECTANGLE. Coordinates of angles: (-25, 87), (62, 172). Perimeter = 344.000000; Color: CYAN
2987: It is CIRCLE. Center coordinates: (-37, 41), radius: 87. Perimeter = 546.637122; Color: CYAN
2988: It is TRIANGLE. Coordinates of vertices: (-89, -57), (36, -95), (86, -77). Perimeter =  359.928854; Color: GREEN
2989: It is TRIANGLE. Coordinates of vertices: (17, -81), (-76, -46), (95, 89). Perimeter =  504.275037; Color: RED
2990: It is CIRCLE. Center coordinates: (88, 78), radius: 81. Perimeter = 508.938010; Color: BLUE
2991: It is CIRCLE. Center coordinates: (-78, 10), radius: 47. Perimeter = 295.309709; Color: GREEN
2992: It is TRIANGLE. Coordinates of vertices: (84, -90), (-79, 17), (-94, -62). Perimeter =  455.582282; Color: YELLOW
2993: It is CIRCLE. Center coordinates: (-22, 96), radius: 69. Perimeter = 433.539786; Color: ORANGE
2994: It is TRIANGLE. Coordinates of vertices: (-86, -13), (-24, 13), (50, 9). Perimeter =  279.106895; Color: RED
2995: It is RECTANGLE. Coordinates of angles: (-55, -19), (18, 72). Perimeter = 328.000000; Color: RED
2996: It is TRIANGLE. Coordinates of vertices: (7, 95), (90, 67), (-89, 89). Perimeter =  364.129867; Color: PURPLE
2997: It is TRIANGLE. Coordinates of vertices: (-17, 58), (-81, 16), (7, -52). Perimeter =  300.349891; Color: PURPLE
2998: It is CIRCLE. Center coordinates: (55, 33), radius: 48. Perimeter = 301.592895; Color: GREEN
2999: It is RECTANGLE. Coordinates of angles: (68, -7), (154, 57). Perimeter = 300.000000; Color: CYAN
3000: It is RECTANGLE. Coordinates of angles: (69, -7), (142, 68). Perimeter = 296.000000; Color: BLUE
3001: It is CIRCLE. Center coordinates: (40, -1), radius: 69. Perimeter = 433.539786; Color: CYAN
3002: It is CIRCLE. Center coordinates: (-100, -62), radius: 51. Perimeter = 320.442451; Color: RED
3003: It is TRIANGLE. Coordinates of vertices: (-25, -89), (97, -88), (42, 47). Perimeter =  419.385943; Color: YELLOW
3004: It is CIRCLE. Center coordinates: (68, -75), radius: 94. Perimeter = 590.619419; Color: BLUE
3005: It is CIRCLE. Center coordinates: (49, -32), radius: 93. Perimeter = 584.336233; Color: CYAN
3006: It is CIRCLE. Center coordinates: (88, 18), radius: 73. Perimeter = 458.672527; Color: BLUE
3007: It is TRIANGLE. Coordinates of vertices: (68, 39), (-99, -64), (-53, -73). Perimeter =  407.959982; Color: RED
3008: It is CIRCLE. Center coordinates: (27, -58), radius: 60. Perimeter = 376.991118; Color: PURPLE
3009: It is TRIANGLE. Coordinates of vertices: (-57, -10), (92, 65), (-88, -21). Perimeter =  399.194387; Color: BLUE
3010: It is CIRCLE. Center coordinates: (64, 34), radius: 81. Perimeter = 508.938010; Color: CYAN
3011: It is TRIANGLE. Coordinates of vertices: (77, -76), (-32, -29), (-98, 56). Perimeter =  445.517182; Color: CYAN
3012: It is TRIANGLE. Coordinates of vertices: (-70, 87), (61, 69), (15, -90). Perimeter =  494.102975; Color: RED
3013: It is TRIANGLE. Coordinates of vertices: (96, -89), (-55, 23), (-63, -100). Perimeter =  470.642597; Color: ORANGE
3014: It is TRIANGLE. Coordinates of vertices: (-75, 90), (-17, -63), (55, 89). Perimeter =  461.818785; Color: YELLOW
3015: It is TRIANGLE. Coordinates of vertices: (84, 1), (-46, -90), (75, -57). Perimeter =  342.798642; Color: CYAN
3016: It is TRIANGLE. Coordinates of vertices: (45, 80), (60, 43), (-93, 69). Perimeter =  333.556069; Color: BLUE
3017: It is CIRCLE. Center coordinates: (-64, 50), radius: 71. Perimeter = 446.106157; Color: BLUE
3018: It is RECTANGLE. Coordinates of angles: (64, -87), (160, 11). Perimeter = 388.000000; Color: RED
3019: It is CIRCLE. Center coordinates: (-86, -72), radius: 72. Perimeter = 452.389342; Color: PURPLE
3020: It is CIRCLE. Center coordinates: (82, 96), radius: 61. Perimeter = 383.274304; Color: ORANGE
3021: It is CIRCLE. Center coordinates: (48, -80), radius: 95. Perimeter = 596.902604; Color: GREEN
3022: It is TRIANGLE. Coordinates of vertices: (62, -83), (-55, -76), (-22, 23). Perimeter =  356.812298; Color: CYAN
3023: It is CIRCLE. Center coordinates: (-39, 89), radius: 59. Perimeter = 370.707933; Color: BLUE
3024: It is CIRCLE. Center coordinates: (-17, -38), radius: 57. Perimeter = 358.141562; Color: RED
3025: It is CIRCLE. Center coordinates: (-77, -62), radius: 96. Perimeter = 603.185789; Color: ORANGE
3026: It is TRIANGLE. Coordinates of vertices: (26, -3), (-26, -23), (-29, 97). Perimeter =  289.878169; Color: GREEN
3027: It is CIRCLE. Center coordinates: (73, 82), radius: 57. Perimeter = 358.141562; Color: GREEN
3028: It is TRIANGLE. Coordinates of vertices: (-61, -18), (55, -92), (93, -19). Perimeter =  373.895089; Color: CYAN
3029: It is TRIANGLE. Coordinates of vertices: (94, -72), (4, -15), (-83, 61). Perimeter =  443.452337; Color: RED
3030: It is CIRCLE. Center coordinates: (-52, 89), radius: 51. Perimeter = 320.442451; Color: CYAN
3031: It is TRIANGLE. Coordinates of vertices: (31, 28), (-6, -78), (-82, 47). Perimeter =  373.149010; Color: BLUE
3032: It is CIRCLE. Center coordinates: (-1, 2), radius: 85. Perimeter = 534.070751; Color: CYAN
3033: It is CIRCLE. Center coordinates: (-34, -66), radius: 60. Perimeter = 376.991118; Color: BLUE
3034: It is TRIANGLE. Coordinates of vertices: (-94, -7), (30, -8), (56, 25). Perimeter =  319.391292; Color: GREEN
3035: It is CIRCLE. Center coordinates: (-18, 41), radius: 66. Perimeter = 414.690230; Color: PURPLE
3036: It is TRIANGLE. Coordinates of vertices: (62, 45), (7, -44), (-38, 88). Perimeter =  352.935917; Color: PURPLE
3037: It is TRIANGLE. Coordinates of vertices: (49, -3), (36, -88), (-93, -7). Perimeter =  380.366725; Color: BLUE
3038: It is RECTANGLE. Coordinates of angles: (39, 7), (128, 75). Perimeter = 314.000000; Color: YELLOW
3039: It is TRIANGLE. Coordinates of vertices: (-50, 72), (77, 31), (-48, 48). Perimeter =  283.688005; Color: CYAN
3040: It is TRIANGLE. Coordinates of vertices: (77, -47), (-72, -81), (33, -30). Perimeter =  316.730335; Color: RED
3041: It is TRIANGLE. Coordinates of vertices: (-64, 35), (46, 29), (44, -20). Perimeter =  280.402499; Color: BLUE
3042: It is CIRCLE. Center coordinates: (38, -29), radius: 74. Perimeter = 464.955713; Color: YELLOW
3043: It is CIRCLE. Center coordinates: (-50, 29), radius: 53. Perimeter = 333.008821; Color: YELLOW
3044: It is TRIANGLE. Coordinates of vertices: (30, 69), (58, -49), (-49, -63). Perimeter =  383.022871; Color: BLUE
3045: It is TRIANGLE. Coordinates of vertices: (-99, -83), (-78, -60), (68, 30). Perimeter =  404.294046; Color: GREEN
3046: It is CIRCLE. Center coordinates: (94, 98), radius: 44. Perimeter = 276.460153; Color: CYAN
3047: It is TRIANGLE. Coordinates of vertices: (34, 77), (-22, 20), (-23, -41). Perimeter =  271.960185; Color: GREEN
3048: It is CIRCLE. Center coordinates: (79, 67), radius: 75. Perimeter = 471.238898; Color: RED
3049: It is TRIANGLE. Coordinates of vertices: (45, 45), (-88, 38), (38, 8). Perimeter =  300.362623; Color: GREEN
3050: It is CIRCLE. Center coordinates: (96, -44), radius: 97. Perimeter = 609.468975; Color: RED
3051: It is CIRCLE. Center coordinates: (83, -42), radius: 57. Perimeter = 358.141562; Color: YELLOW
3052: It is RECTANGLE. Coordinates of angles: (-44, -7), (30, 69). Perimeter = 300.000000; Color: BLUE
3053: It is RECTANGLE. Coordinates of angles: (-32, 47), (65, 109). Perimeter = 318.000000; Color: YELLOW
3054: It is TRIANGLE. Coordinates of vertices: (-77, 28), (88, -7), (97, 19). Perimeter =  370.417514; Color: CYAN
3055: It is CIRCLE. Center coordinates: (86, 48), radius: 89. Perimeter = 559.203492; Color: RED
3056: It is TRIANGLE. Coordinates of vertices: (21, -68), (72, 57), (-47, 5). Perimeter =  364.633742; Color: RED
3057: It is CIRCLE. Center coordinates: (9, 41), radius: 89. Perimeter = 559.203492; Color: BLUE
3058: It is CIRCLE. Center coordinates: (-25, -96), radius: 68. Perimeter = 427.256601; Color: BLUE
3059: It is TRIANGLE. Coordinates of vertices: (-26, 97), (-50, -31), (57, 68). Perimeter =  363.924781; Color: PURPLE
3060: It is TRIANGLE. Coordinates of vertices: (76, 69), (-63, 81), (57, -12). Perimeter =  374.534553; Color: YELLOW
3061: It is CIRCLE. Center coordinates: (92, -98), radius: 78. Perimeter = 490.088454; Color: GREEN
3062: It is RECTANGLE. Coordinates of angles: (-82, 78), (-26, 176). Perimeter = 308.000000; Color: GREEN
3063: It is TRIANGLE. Coordinates of vertices: (-19, 32), (61, 88), (28, -73). Perimeter =  377.038762; Color: CYAN
3064: It is TRIANGLE. Coordinates of vertices: (-18, 61), (42, -84), (67, -37). Perimeter =  339.885511; Color: RED
3065: It is CIRCLE. Center coordinates: (78, -26), radius: 68. Perimeter = 427.256601; Color: RED
3066: It is CIRCLE. Center coordinates: (76, 35), radius: 74. Perimeter = 464.955713; Color: GREEN
3067: It is TRIANGLE. Coordinates of vertices: (92, 70), (31, 85), (57, -82). Perimeter =  387.806591; Color: RED
3068: It is CIRCLE. Center coordinates: (-7, -57), radius: 99. Perimeter = 622.035345; Color: RED
3069: It is TRIANGLE. Coordinates of vertices: (82, 35), (-69, -34), (33, -59). Perimeter =  377.041834; Color: RED
3070: It is CIRCLE. Center coordinates: (4, -16), radius: 52. Perimeter = 326.725636; Color: PURPLE
3071: It is TRIANGLE. Coordinates of vertices: (76, -80), (-39, -82), (-69, -33). Perimeter =  324.898751; Color: RED
3072: It is TRIANGLE. Coordinates of vertices: (45, 96), (-50, 0), (39, -60). Perimeter =  398.510510; Color: GREEN
3073: It is CIRCLE. Center coordinates: (10, 16), radius: 65. Perimeter = 408.407045; Color: RED
3074: It is CIRCLE. Center coordinates: (75, -83), radius: 56. Perimeter = 351.858377; Color: BLUE
3075: It is RECTANGLE. Coordinates of angles: (-72, -4), (5, 87). Perimeter = 336.000000; Color: PURPLE
3076: It is TRIANGLE. Coordinates of vertices: (-54, -95), (-97, 3), (50, -76). Perimeter =  379.623214; Color: RED
